"","hgnc_symbol","description"
"ENSG00000221025","MIR1250","microRNA 1250 [Source:HGNC Symbol;Acc:HGNC:35316]"
"ENSG00000221044","","Small nucleolar RNA U3 [Source:RFAM;Acc:RF00012]"
"ENSG00000221540","MIR1180","microRNA 1180 [Source:HGNC Symbol;Acc:HGNC:35261]"
"ENSG00000221819","GAS8-AS1","GAS8 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:1197]"
"ENSG00000221926","TRIM16","tripartite motif containing 16 [Source:HGNC Symbol;Acc:HGNC:17241]"
"ENSG00000222489","SNORA79B","small nucleolar RNA, H/ACA box 79B [Source:HGNC Symbol;Acc:HGNC:52222]"
"ENSG00000222640","RNU2-51P","RNA, U2 small nuclear 51, pseudogene [Source:HGNC Symbol;Acc:HGNC:48544]"
"ENSG00000222808","RNU4-47P","RNA, U4 small nuclear 47, pseudogene [Source:HGNC Symbol;Acc:HGNC:46983]"
"ENSG00000223313","RNU6-516P","RNA, U6 small nuclear 516, pseudogene [Source:HGNC Symbol;Acc:HGNC:47479]"
"ENSG00000223404","LINC00397","long intergenic non-protein coding RNA 397 [Source:HGNC Symbol;Acc:HGNC:42725]"
"ENSG00000223496","EXOSC6","exosome component 6 [Source:HGNC Symbol;Acc:HGNC:19055]"
"ENSG00000223510","CDRT15","CMT1A duplicated region transcript 15 [Source:HGNC Symbol;Acc:HGNC:14395]"
"ENSG00000223572","CKMT1A","creatine kinase, mitochondrial 1A [Source:HGNC Symbol;Acc:HGNC:31736]"
"ENSG00000223685","LINC00571","long intergenic non-protein coding RNA 571 [Source:HGNC Symbol;Acc:HGNC:43721]"
"ENSG00000223959","AFG3L1P","AFG3 like matrix AAA peptidase subunit 1, pseudogene [Source:HGNC Symbol;Acc:HGNC:314]"
"ENSG00000223979","SMCR2","Smith-Magenis syndrome chromosome region, candidate 2 [Source:HGNC Symbol;Acc:HGNC:17914]"
"ENSG00000224004","ATP5F1CP1","ATP synthase F1 subunit gamma pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:834]"
"ENSG00000224078","SNHG14","small nucleolar RNA host gene 14 [Source:HGNC Symbol;Acc:HGNC:37462]"
"ENSG00000224126","UBE2SP2","ubiquitin conjugating enzyme E2 S pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:32196]"
"ENSG00000224383","PRR29","proline rich 29 [Source:HGNC Symbol;Acc:HGNC:25673]"
"ENSG00000224394","GPC6-AS2","GPC6 antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:39910]"
"ENSG00000224418","STK24-AS1","STK24 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:39935]"
"ENSG00000224429","LINC00539","long intergenic non-protein coding RNA 539 [Source:HGNC Symbol;Acc:HGNC:43672]"
"ENSG00000224470","ATXN1L","ataxin 1 like [Source:HGNC Symbol;Acc:HGNC:33279]"
"ENSG00000224511","LINC00365","long intergenic non-protein coding RNA 365 [Source:HGNC Symbol;Acc:HGNC:42687]"
"ENSG00000224578","HNRNPA1L3","heterogeneous nuclear ribonucleoprotein A1 like 3 [Source:HGNC Symbol;Acc:HGNC:48778]"
"ENSG00000224647","","novel protein phosphatase inhibitor 2 (IPP-2) domain pseudogene"
"ENSG00000224677","PDIA3P2","protein disulfide isomerase family A member 3 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:49403]"
"ENSG00000224712","NPIPA3","nuclear pore complex interacting protein family member A3 [Source:HGNC Symbol;Acc:HGNC:41978]"
"ENSG00000224861","YBX1P1","Y-box binding protein 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:8015]"
"ENSG00000224877","NDUFAF8","NADH:ubiquinone oxidoreductase complex assembly factor 8 [Source:HGNC Symbol;Acc:HGNC:33551]"
"ENSG00000224888","HSALR1","HSP90AB1 associated lncRNA 1 [Source:HGNC Symbol;Acc:HGNC:56095]"
"ENSG00000224976","PARP4P2","poly(ADP-ribose) polymerase family member 4 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:37760]"
"ENSG00000225083","GRTP1-AS1","GRTP1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:39917]"
"ENSG00000225180","PVALEF","parvalbumin like EF-hand containing [Source:HGNC Symbol;Acc:HGNC:40053]"
"ENSG00000225190","PLEKHM1","pleckstrin homology and RUN domain containing M1 [Source:HGNC Symbol;Acc:HGNC:29017]"
"ENSG00000225193","RPS12P26","ribosomal protein S12 pseudogene 26 [Source:HGNC Symbol;Acc:HGNC:36320]"
"ENSG00000225200","","ribosomal protein S8 (RPS8) pseudogene"
"ENSG00000225442","MPRIP-AS1","MPRIP antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:41263]"
"ENSG00000225579","EDNRB-AS1","EDNRB antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:49045]"
"ENSG00000225663","MCRIP1","MAPK regulated corepressor interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:28007]"
"ENSG00000225680","","novel transcript"
"ENSG00000225798","","novel transcript"
"ENSG00000225930","LINC02249","long intergenic non-protein coding RNA 2249 [Source:HGNC Symbol;Acc:HGNC:32351]"
"ENSG00000225973","PIGBOS1","PIGB opposite strand 1 [Source:HGNC Symbol;Acc:HGNC:50696]"
"ENSG00000226049","TLK2P1","tousled like kinase 2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:18048]"
"ENSG00000226101","LINC02097","long intergenic non-protein coding RNA 2097 [Source:HGNC Symbol;Acc:HGNC:52948]"
"ENSG00000226132","RPS3AP46","RPS3A pseudogene 46 [Source:HGNC Symbol;Acc:HGNC:36338]"
"ENSG00000226137","BAIAP2-DT","BAIAP2 divergent transcript [Source:HGNC Symbol;Acc:HGNC:44342]"
"ENSG00000226158","CLCP2","Charcot-Leyden crystal protein pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:42536]"
"ENSG00000226174","TEX22","testis expressed 22 [Source:HGNC Symbol;Acc:HGNC:40026]"
"ENSG00000226180","","novel transcript"
"ENSG00000226352","PSPC1-AS2","PSPC1 antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:52951]"
"ENSG00000226359","ACTG1P24","actin gamma 1 pseudogene 24 [Source:HGNC Symbol;Acc:HGNC:49661]"
"ENSG00000226478","UPF3AP1","UPF3A pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:30568]"
"ENSG00000226525","RPS7P10","ribosomal protein S7 pseudogene 10 [Source:HGNC Symbol;Acc:HGNC:39903]"
"ENSG00000226549","SCDP1","stearoyl-CoA desaturase pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:10572]"
"ENSG00000226677","IGBP1P1","IGBP1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:19709]"
"ENSG00000226908","H2BP6","H2B histone pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:42633]"
"ENSG00000226942","IL9RP3","IL9R pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:6033]"
"ENSG00000227036","LINC00511","long intergenic non-protein coding RNA 511 [Source:HGNC Symbol;Acc:HGNC:43564]"
"ENSG00000227051","C14orf132","chromosome 14 open reading frame 132 [Source:HGNC Symbol;Acc:HGNC:20346]"
"ENSG00000227258","SMIM2-AS1","SMIM2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:42674]"
"ENSG00000227354","RBM26-AS1","RBM26 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:39805]"
"ENSG00000227694","RPL23AP74","ribosomal protein L23a pseudogene 74 [Source:HGNC Symbol;Acc:HGNC:36148]"
"ENSG00000227782","","novel transcript, antisense to NCOR1"
"ENSG00000227827","PKD1P2","polycystin 1, transient receptor potential channel interacting pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:30066]"
"ENSG00000227848","SUCLA2-AS1","SUCLA2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:39965]"
"ENSG00000227973","PIN4P1","peptidylprolyl cis/trans isomerase, NIMA-interacting 4 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:44193]"
"ENSG00000228007","RPL36AP7","ribosomal protein L36a pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:31328]"
"ENSG00000228071","RPL7P47","ribosomal protein L7 pseudogene 47 [Source:HGNC Symbol;Acc:HGNC:35913]"
"ENSG00000228201","","novel transcript"
"ENSG00000228218","ATF4P3","activating transcription factor 4 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:788]"
"ENSG00000228331","RPL17P43","ribosomal protein L17 pseudogene 43 [Source:HGNC Symbol;Acc:HGNC:35996]"
"ENSG00000228797","FAM207BP","family with sequence similarity 207 member B, pseudogene [Source:HGNC Symbol;Acc:HGNC:39715]"
"ENSG00000228808","HMGB3P4","high mobility group box 3 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:39104]"
"ENSG00000228824","MIR4500HG","MIR4500 host gene [Source:HGNC Symbol;Acc:HGNC:42773]"
"ENSG00000228889","UBAC2-AS1","UBAC2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:42502]"
"ENSG00000228979","PPIAP55","peptidylprolyl isomerase A pseudogene 55 [Source:HGNC Symbol;Acc:HGNC:53679]"
"ENSG00000228998","PERPP2","PERP pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:56620]"
"ENSG00000229473","RGS17P1","regulator of G protein signaling 17 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:39729]"
"ENSG00000229474","PATL2","PAT1 homolog 2 [Source:HGNC Symbol;Acc:HGNC:33630]"
"ENSG00000229586","TNPO1P3","transportin 1 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:50718]"
"ENSG00000229609","LINC01079","long intergenic non-protein coding RNA 1079 [Source:HGNC Symbol;Acc:HGNC:49122]"
"ENSG00000229809","ZNF688","zinc finger protein 688 [Source:HGNC Symbol;Acc:HGNC:30489]"
"ENSG00000229848","","novel transcript, antisense to ACTG1"
"ENSG00000229917","RPL7P46","ribosomal protein L7 pseudogene 46 [Source:HGNC Symbol;Acc:HGNC:36706]"
"ENSG00000229944","EIF4EP2","eukaryotic translation initiation factor 4E pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:32428]"
"ENSG00000230022","FNTAP2","farnesyltransferase, CAAX box, alpha pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:3784]"
"ENSG00000230371","KARS1P2","lysyl-tRNA synthetase 1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:39208]"
"ENSG00000230490","","novel transcript"
"ENSG00000230778","ANKRD63","ankyrin repeat domain 63 [Source:HGNC Symbol;Acc:HGNC:40027]"
"ENSG00000230793","SMARCE1P5","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1 pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:39734]"
"ENSG00000230897","RPS18P12","ribosomal protein S18 pseudogene 12 [Source:HGNC Symbol;Acc:HGNC:35967]"
"ENSG00000230989","HSBP1","heat shock factor binding protein 1 [Source:HGNC Symbol;Acc:HGNC:5203]"
"ENSG00000231169","EEF1B2P1","eukaryotic translation elongation factor 1 beta 2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:3207]"
"ENSG00000231256","CFAP97D1","CFAP97 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:37241]"
"ENSG00000231409","RPL36AP8","ribosomal protein L36a pseudogene 8 [Source:HGNC Symbol;Acc:HGNC:30973]"
"ENSG00000231439","WASIR2","WASH and IL9R antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:38609]"
"ENSG00000231473","RB1-DT","RB1 divergent transcript [Source:HGNC Symbol;Acc:HGNC:42778]"
"ENSG00000231607","DLEU2","deleted in lymphocytic leukemia 2 [Source:HGNC Symbol;Acc:HGNC:13748]"
"ENSG00000231856","","novel transcript"
"ENSG00000231882","F10-AS1","F10 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40225]"
"ENSG00000232070","TMEM253","transmembrane protein 253 [Source:HGNC Symbol;Acc:HGNC:32545]"
"ENSG00000232162","USP12-AS1","USP12 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:39961]"
"ENSG00000232300","FAM215B","family with sequence similarity 215 member B [Source:HGNC Symbol;Acc:HGNC:43639]"
"ENSG00000232457","SLC16A6P1","SLC16A6 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:48932]"
"ENSG00000232653","GOLGA8N","golgin A8 family member N [Source:HGNC Symbol;Acc:HGNC:44405]"
"ENSG00000232662","LDHBP1","lactate dehydrogenase B pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:6542]"
"ENSG00000232724","TRIM80P","tripartite motif containing 80, pseudogene [Source:HGNC Symbol;Acc:HGNC:51490]"
"ENSG00000232748","","novel transcript, antisense to ZNF668"
"ENSG00000232774","LINC03033","long intergenic non-protein coding RNA 3033 [Source:HGNC Symbol;Acc:HGNC:44292]"
"ENSG00000232859","LYRM9","LYR motif containing 9 [Source:HGNC Symbol;Acc:HGNC:27314]"
"ENSG00000233024","NPIPA9","nuclear pore complex interacting protein family, member A9 [Source:HGNC Symbol;Acc:HGNC:41984]"
"ENSG00000233208","LINC00642","long intergenic non-protein coding RNA 642 [Source:HGNC Symbol;Acc:HGNC:44293]"
"ENSG00000233232","NPIPB7","nuclear pore complex interacting protein family member B7 [Source:HGNC Symbol;Acc:HGNC:33832]"
"ENSG00000233380","RPS2P48","ribosomal protein S2 pseudogene 48 [Source:HGNC Symbol;Acc:HGNC:35985]"
"ENSG00000233469","ST6GALNAC4P1","ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 4 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:39660]"
"ENSG00000233483","EFCAB15P","EF-hand calcium binding domain 15, pseudogene [Source:HGNC Symbol;Acc:HGNC:55140]"
"ENSG00000233588","CYP51A1P2","cytochrome P450 family 51 subfamily A member 1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:20251]"
"ENSG00000233613","DCUN1D2-AS","DCUN1D2 antisense RNA [Source:HGNC Symbol;Acc:HGNC:39889]"
"ENSG00000233670","PIRT","phosphoinositide interacting regulator of transient receptor potential channels [Source:HGNC Symbol;Acc:HGNC:37239]"
"ENSG00000233672","RNASEH2B-AS1","RNASEH2B antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:39967]"
"ENSG00000233725","NRAD1","non-coding RNA in the aldehyde dehydrogenase 1A pathway [Source:HGNC Symbol;Acc:HGNC:26981]"
"ENSG00000233780","HNRNPA1P30","heterogeneous nuclear ribonucleoprotein A1 pseudogene 30 [Source:HGNC Symbol;Acc:HGNC:39548]"
"ENSG00000233924","RPSAP13","ribosomal protein SA pseudogene 13 [Source:HGNC Symbol;Acc:HGNC:6505]"
"ENSG00000233966","UBE2SP1","ubiquitin conjugating enzyme E2 S pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:30864]"
"ENSG00000234031","RPS3AP44","RPS3A pseudogene 44 [Source:HGNC Symbol;Acc:HGNC:36761]"
"ENSG00000234337","","tropomyosin 1 (alpha) (TPM1) pseudogene"
"ENSG00000234650","PCCA-AS1","PCCA antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:39901]"
"ENSG00000234664","HMGN2P5","high mobility group nucleosomal binding domain 2 pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:33568]"
"ENSG00000234719","NPIPB2","nuclear pore complex interacting protein family member B2 [Source:HGNC Symbol;Acc:HGNC:37451]"
"ENSG00000234772","LINC00412","long intergenic non-protein coding RNA 412 [Source:HGNC Symbol;Acc:HGNC:42745]"
"ENSG00000234797","RPS3AP6","RPS3A pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:18630]"
"ENSG00000234899","SOX9-AS1","SOX9 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:49321]"
"ENSG00000234912","SNHG20","small nucleolar RNA host gene 20 [Source:HGNC Symbol;Acc:HGNC:33099]"
"ENSG00000235194","PPP1R3E","protein phosphatase 1 regulatory subunit 3E [Source:HGNC Symbol;Acc:HGNC:14943]"
"ENSG00000235269","LINC02331","long intergenic non-protein coding RNA 2331 [Source:HGNC Symbol;Acc:HGNC:53251]"
"ENSG00000235397","EPN2-AS1","EPN2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40849]"
"ENSG00000235472","EIF4A1P7","eukaryotic translation initiation factor 4A1 pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:37926]"
"ENSG00000235554","SRSF6P2","SRSF6 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:54947]"
"ENSG00000235560","ZNF747-DT","ZNF747 divergent transcript [Source:HGNC Symbol;Acc:HGNC:55668]"
"ENSG00000235660","LINC00345","long intergenic non-protein coding RNA 345 [Source:HGNC Symbol;Acc:HGNC:42503]"
"ENSG00000235672","","RAN binding protein 1 (RANBP1) pseudogene"
"ENSG00000235706","DICER1-AS1","DICER1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:43017]"
"ENSG00000235903","CPB2-AS1","CPB2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:39898]"
"ENSG00000236044","FABP5P2","fatty acid binding protein 5 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:31060]"
"ENSG00000236053","LINC01067","long intergenic non-protein coding RNA 1067 [Source:HGNC Symbol;Acc:HGNC:49105]"
"ENSG00000236194","","novel transcript, sense intronic to STAT5B"
"ENSG00000236354","LINC00437","long intergenic non-protein coding RNA 437 [Source:HGNC Symbol;Acc:HGNC:42772]"
"ENSG00000236377","MYO1D-DT","MYO1D divergent transcript [Source:HGNC Symbol;Acc:HGNC:55837]"
"ENSG00000236383","CCDC200","coiled-coil domain containing 200 [Source:HGNC Symbol;Acc:HGNC:43658]"
"ENSG00000236444","UBE2L5","ubiquitin conjugating enzyme E2 L5 [Source:HGNC Symbol;Acc:HGNC:13477]"
"ENSG00000236520","GPC6-AS1","GPC6 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:39909]"
"ENSG00000236534","H3P36","H3 histone pseudogene 36 [Source:HGNC Symbol;Acc:HGNC:42030]"
"ENSG00000236565","HNRNPA3P5","heterogeneous nuclear ribonucleoprotein A3 pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:39774]"
"ENSG00000236581","STARD13-AS","STARD13 antisense RNA [Source:HGNC Symbol;Acc:HGNC:40873]"
"ENSG00000236778","INTS6-AS1","INTS6 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:42691]"
"ENSG00000236914","LINC01852","long intergenic non-protein coding RNA 1852 [Source:HGNC Symbol;Acc:HGNC:52668]"
"ENSG00000237054","PRMT5-AS1","PRMT5 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40533]"
"ENSG00000237172","B3GNT9","UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 9 [Source:HGNC Symbol;Acc:HGNC:28714]"
"ENSG00000237361","TUSC8","tumor suppressor candidate 8 [Source:HGNC Symbol;Acc:HGNC:49111]"
"ENSG00000237637","FRY-AS1","FRY antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:39725]"
"ENSG00000238045","MVP-DT","MVP divergent transcript [Source:HGNC Symbol;Acc:HGNC:56029]"
"ENSG00000238083","LRRC37A2","leucine rich repeat containing 37 member A2 [Source:HGNC Symbol;Acc:HGNC:32404]"
"ENSG00000239246","","ribosomal protein S10 (RPS10) pseudogene"
"ENSG00000239272","RPL21P10","ribosomal protein L21 pseudogene 10 [Source:HGNC Symbol;Acc:HGNC:19795]"
"ENSG00000239291","","ribosomal protein S2 (RPS2) pseudogene"
"ENSG00000239542","RN7SL399P","RNA, 7SL, cytoplasmic 399, pseudogene [Source:HGNC Symbol;Acc:HGNC:46415]"
"ENSG00000239672","NME1","NME/NM23 nucleoside diphosphate kinase 1 [Source:HGNC Symbol;Acc:HGNC:7849]"
"ENSG00000239697","TNFSF12","TNF superfamily member 12 [Source:HGNC Symbol;Acc:HGNC:11927]"
"ENSG00000239763","RPL21P118","ribosomal protein L21 pseudogene 118 [Source:HGNC Symbol;Acc:HGNC:35954]"
"ENSG00000239791","","novel transcript"
"ENSG00000239884","RN7SL608P","RNA, 7SL, cytoplasmic 608, pseudogene [Source:HGNC Symbol;Acc:HGNC:46624]"
"ENSG00000240163","RPL36AP44","ribosomal protein L36a pseudogene 44 [Source:HGNC Symbol;Acc:HGNC:36986]"
"ENSG00000240392","RPL9P3","ribosomal protein L9 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:23555]"
"ENSG00000240445","FOXO3B","forkhead box O3B [Source:HGNC Symbol;Acc:HGNC:3822]"
"ENSG00000240457","RN7SL472P","RNA, 7SL, cytoplasmic 472, pseudogene [Source:HGNC Symbol;Acc:HGNC:46488]"
"ENSG00000240463","RPS19P3","ribosomal protein S19 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:23560]"
"ENSG00000240634","","ribosomal protein S15a (RPS15A) pseudogene"
"ENSG00000240793","UBA52P8","ubiquitin A-52 residue ribosomal protein fusion product 1 pseudogene 8 [Source:HGNC Symbol;Acc:HGNC:35625]"
"ENSG00000240898","RPL21P125","ribosomal protein L21 pseudogene 125 [Source:HGNC Symbol;Acc:HGNC:36039]"
"ENSG00000240914","RPL15P2","ribosomal protein L15 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:19803]"
"ENSG00000241061","RPL5P1","ribosomal protein L5 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:10361]"
"ENSG00000241081","RPL22P2","ribosomal protein L22 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:19794]"
"ENSG00000241322","FBXW10B","F-box and WD repeat domain containing 10B [Source:HGNC Symbol;Acc:HGNC:14379]"
"ENSG00000241354","","ribosomal protein S15a (RPS15A) pseudogene"
"ENSG00000241362","RPL36AP43","ribosomal protein L36a pseudogene 43 [Source:HGNC Symbol;Acc:HGNC:36791]"
"ENSG00000241494","","ribosomal protein L26-like 1 (RPL26L1) pseudogene"
"ENSG00000241818","SCG5-AS1","SCG5 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40524]"
"ENSG00000241839","PLEKHO2","pleckstrin homology domain containing O2 [Source:HGNC Symbol;Acc:HGNC:30026]"
"ENSG00000241890","RPL13P4","ribosomal protein L13 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:31027]"
"ENSG00000242028","HYPK","huntingtin interacting protein K [Source:HGNC Symbol;Acc:HGNC:18418]"
"ENSG00000242071","RPL7AP6","ribosomal protein L7a pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:19785]"
"ENSG00000242085","RPS20P33","ribosomal protein S20 pseudogene 33 [Source:HGNC Symbol;Acc:HGNC:36725]"
"ENSG00000242088","RPS27P2","ribosomal protein S27 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:31035]"
"ENSG00000242163","","ribosomal protein S24 (RPS24) pseudogene"
"ENSG00000242173","ARHGDIG","Rho GDP dissociation inhibitor gamma [Source:HGNC Symbol;Acc:HGNC:680]"
"ENSG00000242276","RPL5P3","ribosomal protein L5 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:31034]"
"ENSG00000242498","ARPIN","actin related protein 2/3 complex inhibitor [Source:HGNC Symbol;Acc:HGNC:28782]"
"ENSG00000242571","RPL21P11","ribosomal protein L21 pseudogene 11 [Source:HGNC Symbol;Acc:HGNC:19800]"
"ENSG00000242612","DECR2","2,4-dienoyl-CoA reductase 2 [Source:HGNC Symbol;Acc:HGNC:2754]"
"ENSG00000242660","","ribosomal protein L39 (RPL39) pseudogene"
"ENSG00000242692","RPS27AP1","RPS27A pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:17121]"
"ENSG00000242715","CCDC169","coiled-coil domain containing 169 [Source:HGNC Symbol;Acc:HGNC:34361]"
"ENSG00000242737","","ribosomal protein S20 (RPS20) pseudogene"
"ENSG00000242756","RHOT1P3","ras homolog family member T1 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:37839]"
"ENSG00000242951","","ribosomal protein S24 (RPS24) pseudogene"
"ENSG00000243403","","ribosomal protein S26 (RPS26) pseudogene"
"ENSG00000243404","RPL35AP32","ribosomal protein L35a pseudogene 32 [Source:HGNC Symbol;Acc:HGNC:36269]"
"ENSG00000243445","","ribosomal protein S16 (RPS16) pseudogene"
"ENSG00000243678","NME2","NME/NM23 nucleoside diphosphate kinase 2 [Source:HGNC Symbol;Acc:HGNC:7850]"
"ENSG00000243708","PLA2G4B","phospholipase A2 group IVB [Source:HGNC Symbol;Acc:HGNC:9036]"
"ENSG00000243711","RPL21P116","ribosomal protein L21 pseudogene 116 [Source:HGNC Symbol;Acc:HGNC:36101]"
"ENSG00000243716","NPIPB5","nuclear pore complex interacting protein family member B5 [Source:HGNC Symbol;Acc:HGNC:37233]"
"ENSG00000243789","JMJD7","jumonji domain containing 7 [Source:HGNC Symbol;Acc:HGNC:34397]"
"ENSG00000243824","RPL12P6","ribosomal protein L12 pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:23538]"
"ENSG00000243904","RPSAP5","ribosomal protein SA pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:20139]"
"ENSG00000243988","RPS24P17","ribosomal protein S24 pseudogene 17 [Source:HGNC Symbol;Acc:HGNC:36348]"
"ENSG00000244045","TMEM199","transmembrane protein 199 [Source:HGNC Symbol;Acc:HGNC:18085]"
"ENSG00000244056","RN7SL417P","RNA, 7SL, cytoplasmic 417, pseudogene [Source:HGNC Symbol;Acc:HGNC:46433]"
"ENSG00000244257","PKD1P1","polycystin 1, transient receptor potential channel interacting pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:30065]"
"ENSG00000244582","RPL21P120","ribosomal protein L21 pseudogene 120 [Source:HGNC Symbol;Acc:HGNC:35743]"
"ENSG00000244753","RPL15P21","ribosomal protein L15 pseudogene 21 [Source:HGNC Symbol;Acc:HGNC:36190]"
"ENSG00000244754","N4BP2L2","NEDD4 binding protein 2 like 2 [Source:HGNC Symbol;Acc:HGNC:26916]"
"ENSG00000244879","GABPB1-AS1","GABPB1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44157]"
"ENSG00000245059","C16orf46-DT","C16orf46 divergent transcript [Source:HGNC Symbol;Acc:HGNC:56680]"
"ENSG00000245479","LINC01585","long intergenic non-protein coding RNA 1585 [Source:HGNC Symbol;Acc:HGNC:51432]"
"ENSG00000245534","RORA-AS1","RORA antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:51410]"
"ENSG00000245694","CRNDE","colorectal neoplasia differentially expressed [Source:HGNC Symbol;Acc:HGNC:37078]"
"ENSG00000245750","DRAIC","downregulated RNA in cancer, inhibitor of cell invasion and migration [Source:HGNC Symbol;Acc:HGNC:27082]"
"ENSG00000245768","","novel transcript"
"ENSG00000245849","RAD51-AS1","RAD51 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:48621]"
"ENSG00000245888","NSMCE1-DT","NSMCE1 divergent transcript [Source:HGNC Symbol;Acc:HGNC:51368]"
"ENSG00000245975","MINDY2-DT","MINDY2 divergent transcript [Source:HGNC Symbol;Acc:HGNC:55889]"
"ENSG00000246451","KLC1-AS1","KLC1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:56065]"
"ENSG00000246465","","novel transcript  LOC100506705"
"ENSG00000246548","LINC02288","long intergenic non-protein coding RNA 2288 [Source:HGNC Symbol;Acc:HGNC:27505]"
"ENSG00000246740","PLA2G4E-AS1","PLA2G4E antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:51419]"
"ENSG00000246777","DYNC1LI2-DT","DYNC1LI2 divergent transcript [Source:HGNC Symbol;Acc:HGNC:52990]"
"ENSG00000246863","GPR176-DT","GPR176 divergent transcript [Source:HGNC Symbol;Acc:HGNC:54389]"
